Ewe/V1,<I>/mA1,Ewe/V5,<I>/mA5,Ewe/V20,<I>/mA20
-0.234316275,0.186258592,-0.234144375,0.716168422,-0.233647764,1.165464136
-0.234163478,0.186152668,-0.233991563,0.714778267,-0.233552262,1.153497684
-0.234067976,0.186114432,-0.233896062,0.715133286,-0.233456761,1.161965646
-0.233991563,0.186269559,-0.233743265,0.717246709,-0.233342156,1.160657912
-0.233705059,0.18619691,-0.23362866,0.717803799,-0.233323053,1.154719117
-0.233743265,0.186151293,-0.233609557,0.716521843,-0.233342156,1.1661618
-0.233647764,0.186166994,-0.233533159,0.714992915,-0.233132049,1.153967152
-0.233514056,0.186319625,-0.233323053,0.715525178,-0.23301746,1.162469613
-0.233533159,0.186345131,-0.233342156,0.717126652,-0.23278825,1.161195037
-0.233475864,0.186304584,-0.233323053,0.718029683,-0.232807353,1.155541388
-0.233399466,0.186106674,-0.23301746,0.716394037,-0.232769147,1.166706795
-0.233265758,0.186148519,-0.233036548,0.715069999,-0.232673645,1.15433981
-0.233151153,0.186280777,-0.232998356,0.715657016,-0.232425347,1.165281137
-0.233112961,0.186386875,-0.232692748,0.717570942,-0.232425347,1.163632619
-0.23301746,0.186278017,-0.23273094,0.718351547,-0.232234344,1.157468354
-0.232654542,0.18617735,-0.232520849,0.716757918,-0.232196137,1.168669668
-0.232711852,0.18625913,-0.232463539,0.717513975,-0.232157931,1.156219107
-0.232597247,0.18645218,-0.232425347,0.71742275,-0.232024238,1.16486335
-0.232501745,0.187758335,-0.232157931,0.719184246,-0.231871426,1.163875324
-0.232329845,0.187435886,-0.232215241,0.719695851,-0.23171863,1.157738929
-0.232291639,0.187271017,-0.232062429,0.717955313,-0.231775925,1.168969393
-0.232081532,0.187231831,-0.231986031,0.716622642,-0.231680423,1.156829124
-0.232043341,0.187098263,-0.231909633,0.717127334,-0.231508523,1.165252003
-0.232081532,0.187192246,-0.231737733,0.719148792,-0.231355727,1.164230824
-0.231890529,0.187123408,-0.231680423,0.719792253,-0.231222019,1.158009546
-0.231795028,0.187134474,-0.231527627,0.718306102,-0.231260225,1.169243842
-0.231680423,0.18692591,-0.231508523,0.716968108,-0.231088325,1.157201787
-0.231699526,0.186816999,-0.231336623,0.717621654,-0.231069222,1.165492055
-0.231413022,0.186619938,-0.23154673,0.719399354,-0.230973721,1.16622673
-0.231451228,0.186641109,-0.23114562,0.72011956,-0.230744511,1.15980383
-0.231413022,0.186589334,-0.231088325,0.718713717,-0.230725408,1.171026317
-0.231183827,0.186630118,-0.231126517,0.717202364,-0.230591714,1.158945759
-0.231050119,0.186729548,-0.230859116,0.719068027,-0.230515301,1.16696814
-0.231126517,0.186799487,-0.230801821,0.720779519,-0.230362505,1.166055689
-0.230992824,0.187709332,-0.230687216,0.721327357,-0.230286106,1.159761389
-0.230859116,0.18755699,-0.230629906,0.719516812,-0.2302479,1.171323399
-0.230610803,0.187503827,-0.230553508,0.718123278,-0.230171502,1.158801287
-0.230629906,0.187430166,-0.2304198,0.718435785,-0.229999602,1.167371303
-0.230534405,0.187440323,-0.230343401,0.720862983,-0.229961395,1.166608696
-0.230438903,0.187331875,-0.230286106,0.721364771,-0.2299041,1.160314463
-0.23030521,0.187273115,-0.230095103,0.719659993,-0.229827702,1.171640401
-0.230286106,0.187361665,-0.229999602,0.718229209,-0.229655787,1.159310559
-0.230095103,0.187122684,-0.2299041,0.718980522,-0.229464784,1.167751881
-0.230133295,0.187266545,-0.229827702,0.720891139,-0.229426593,1.166981349
-0.229770392,0.187546883,-0.22984679,0.72154423,-0.229311988,1.163344835
-0.2299041,0.187295037,-0.229713097,0.720026871,-0.229101881,1.174011623
-0.229579389,0.18734921,-0.229502991,0.718771975,-0.229044586,1.161408638
-0.229541197,0.187224287,-0.229369283,0.719351891,-0.228987277,1.16977831
-0.229522094,0.187252579,-0.229331091,0.723545706,-0.22883448,1.168811572
-0.229350194,0.187268169,-0.229159191,0.723460219,-0.228815377,1.162689671
-0.229388386,0.188640038,-0.229101881,0.721644962,-0.228681684,1.173812715
-0.22900638,0.188345709,-0.228987277,0.720196229,-0.228528872,1.161624707
-0.22906369,0.188252124,-0.228872687,0.720682439,-0.228356972,1.170229231
-0.22900638,0.18819579,-0.228872687,0.722638597,-0.228433371,1.169251879
-0.228987277,0.188076586,-0.228700772,0.723277105,-0.228280574,1.16298152
-0.228796273,0.188206057,-0.228547975,0.721787059,-0.228204161,1.174386988
-0.228758082,0.188140278,-0.228528872,0.720120733,-0.228032261,1.161980162
-0.228547975,0.188084768,-0.228452474,0.720818785,-0.228032261,1.170656301
-0.228452474,0.187820991,-0.228337869,0.722831152,-0.227860361,1.169221379
-0.228567079,0.18790387,-0.228204161,0.72355131,-0.227688462,1.16364721
-0.228376076,0.187978654,-0.228185073,0.721613973,-0.227573857,1.175156114
-0.228185073,0.188024959,-0.228013158,0.720338588,-0.227688462,1.16286209
-0.228108659,0.187839489,-0.227822155,0.721045547,-0.22759296,1.171238519
-0.228013158,0.187911914,-0.227841258,0.722978931,-0.227287352,1.170206763
-0.227898568,0.187985463,-0.227822155,0.723665807,-0.227268249,1.163982784
-0.228013158,0.188055238,-0.227516562,0.722024636,-0.227134556,1.1754161
-0.227631152,0.188350106,-0.227344647,0.720664954,-0.227096349,1.163157923
-0.227669358,0.188177228,-0.227459252,0.721353745,-0.227096349,1.171888389
-0.227650255,0.188264127,-0.22736375,0.723058735,-0.226943552,1.170509135
-0.227401957,0.188042048,-0.227077246,0.723903487,-0.226848051,1.164777194
-0.227344647,0.188026932,-0.227191851,0.722161443,-0.226599738,1.175897563
-0.227230057,0.187990172,-0.227000847,0.720570301,-0.226618841,1.163789151
-0.227019951,0.187975021,-0.227000847,0.721102819,-0.22635144,1.172066068
-0.227019951,0.188071326,-0.226867139,0.723454388,-0.226408735,1.171115138
-0.226924449,0.188103068,-0.22669524,0.723968215,-0.226198629,1.165311662
-0.226771638,0.188057862,-0.226561546,0.722497073,-0.226160437,1.176564599
-0.226771638,0.188012306,-0.226427838,0.721117827,-0.22612223,1.166663061
-0.226599738,0.188070127,-0.226466045,0.72189828,-0.225988522,1.174474443
-0.226408735,0.188024947,-0.226446941,0.723871973,-0.225893021,1.173233149
-0.226370528,0.188239809,-0.22612223,0.724448269,-0.225721121,1.167372597
-0.226255938,0.188169121,-0.226026729,0.72479502,-0.225644723,1.178236991
-0.226103127,0.188052841,-0.225988522,0.722742606,-0.225606516,1.166132567
-0.226064935,0.189512123,-0.225988522,0.723366252,-0.225453719,1.174649512
-0.226103127,0.189197371,-0.225778431,0.725463059,-0.225415513,1.173275595
-0.225797519,0.189072559,-0.225663826,0.725814936,-0.22528182,1.167220116
-0.225835726,0.188996813,-0.225530118,0.724090236,-0.225186318,1.178710463
-0.225663826,0.188957128,-0.225530118,0.722784995,-0.225014418,1.166554312
-0.225549221,0.188916356,-0.225472823,0.723416549,-0.224995315,1.174982429
-0.225549221,0.188931096,-0.225377321,0.725534476,-0.224861607,1.174073932
-0.225491926,0.188960463,-0.225243613,0.72618187,-0.224861607,1.167911083
-0.225396425,0.188728714,-0.22510992,0.724334575,-0.224747002,1.178963743
-0.225300923,0.188645872,-0.224957108,0.72297075,-0.224651501,1.166950904
-0.225071713,0.188988293,-0.225071713,0.723628083,-0.224555999,1.175622935
-0.224976212,0.188627647,-0.224766105,0.725761315,-0.224422306,1.174274181
-0.224861607,0.18870167,-0.224632412,0.726262287,-0.224288598,1.168645764
-0.224785209,0.188767036,-0.224670604,0.724667567,-0.224212199,1.17983103
-0.22470881,0.188738794,-0.224517807,0.723078393,-0.224173993,1.167408429
-0.224842504,0.189021756,-0.224441409,0.723906895,-0.22398299,1.176255596
-0.224479601,0.188867604,-0.224288598,0.726081691,-0.223906592,1.174985078
-0.224498704,0.188762416,-0.224116698,0.726498821,-0.223868385,1.169200152
-0.224460497,0.188739455,-0.224173993,0.724636214,-0.223658293,1.18003535
-0.224307701,0.188736945,-0.224002093,0.723349541,-0.223600984,1.167873849
-0.224173993,0.188562342,-0.223906592,0.724162518,-0.223429084,1.176649484
-0.22415489,0.188616154,-0.223791987,0.726210945,-0.223409981,1.175379006
-0.223906592,0.1886047,-0.223753795,0.726561216,-0.223295376,1.169477252
-0.223791987,0.188638077,-0.223677382,0.724884427,-0.223180786,1.180759465
-0.223715588,0.188598567,-0.223562792,0.723494892,-0.223027974,1.168433564
-0.223772883,0.188692526,-0.223352686,0.724244081,-0.223008871,1.177243618
-0.223409981,0.188690665,-0.223390877,0.726434073,-0.222894281,1.178271435
-0.223505482,0.188809931,-0.223180786,0.726867856,-0.222875178,1.171648274
-0.223314479,0.188685369,-0.223180786,0.725166342,-0.222550467,1.182732798
-0.223142579,0.188754895,-0.223008871,0.723947008,-0.222607777,1.170429476
-0.223104373,0.188926174,-0.222817868,0.726901807,-0.222512275,1.17884172
-0.22291337,0.188847891,-0.222894281,0.728288144,-0.222416773,1.17759636
-0.222894281,0.190356442,-0.222626865,0.728706714,-0.222283065,1.171847247
-0.222856075,0.189970114,-0.222588673,0.726977767,-0.222206667,1.182978141
-0.222626865,0.189886471,-0.222454965,0.725473099,-0.222092062,1.17071333
-0.222588673,0.1896699,-0.222435862,0.726259688,-0.221920162,1.179266103
-0.222416773,0.189530036,-0.222378567,0.728302271,-0.221996561,1.178136123
-0.222321272,0.189416516,-0.222302169,0.728766629,-0.221881956,1.172416233
-0.222416773,0.189307791,-0.222244859,0.72691532,-0.221767351,1.183590864
-0.222263962,0.18943514,-0.221996561,0.725557127,-0.221595451,1.171176158
-0.222206667,0.189256254,-0.221824661,0.72638419,-0.221557245,1.179868244
-0.221824661,0.189173236,-0.221786454,0.728430647,-0.221347153,1.178498256
-0.221843749,0.189192274,-0.221786454,0.728742101,-0.221347153,1.172924139
-0.221881956,0.18932037,-0.221652746,0.727015542,-0.22127074,1.184323866
-0.221729159,0.189241528,-0.221423551,0.725773688,-0.221213445,1.171629754
-0.221557245,0.189335874,-0.221366242,0.726370683,-0.220869645,1.181336363
-0.221442655,0.189404549,-0.221289843,0.728927208,-0.221041545,1.179010168
-0.221423551,0.189378405,-0.22115615,0.72914688,-0.220869645,1.173688047
-0.22127074,0.18928221,-0.221175238,0.727674792,-0.220697731,1.18451788
-0.22115615,0.189291081,-0.221117944,0.726252862,-0.220564038,1.172287549
-0.221117944,0.189398203,-0.221022442,0.726855699,-0.220583141,1.181426555
-0.221022442,0.189467644,-0.220888734,0.72896534,-0.220315725,1.179356317
-0.220946044,0.189486966,-0.220659539,0.729505512,-0.220353931,1.173957251
-0.220888734,0.189458449,-0.220583141,0.727918573,-0.220124722,1.185090818
-0.220697731,0.189218219,-0.220411226,0.72619769,-0.220105633,1.172611199
-0.220621333,0.189369662,-0.220430329,0.726946143,-0.219991028,1.182186392
-0.220525831,0.189269947,-0.220373034,0.728950541,-0.219742715,1.180157324
-0.220468536,0.189405437,-0.220162928,0.729590735,-0.21991463,1.174449243
-0.220182031,0.189279076,-0.22002922,0.727770425,-0.219819114,1.187850746
-0.220277533,0.18935105,-0.21991463,0.726496737,-0.21968542,1.174787516
-0.220220223,0.189469152,-0.219971925,0.727227082,-0.219513521,1.184334904
-0.219952822,0.189650488,-0.219800025,0.729405696,-0.219341606,1.182065713
-0.21985732,0.189471577,-0.219628111,0.731962776,-0.219303414,1.176355099
-0.219780922,0.189446508,-0.219628111,0.729504272,-0.219303414,1.187456869
-0.219761819,0.19078615,-0.219532609,0.728054503,-0.219093308,1.175127024
-0.219609022,0.19060303,-0.219437107,0.728930869,-0.218997806,1.184365412
-0.219532609,0.190435,-0.219227016,0.730862711,-0.219036013,1.182040552
-0.219360709,0.190333483,-0.219188809,0.731168327,-0.2187877,1.176730412
-0.219341606,0.190277097,-0.219112411,0.729535265,-0.218692198,1.187638551
-0.219207913,0.190156294,-0.218978703,0.728117995,-0.218520299,1.175543415
-0.219150603,0.190188847,-0.21884501,0.728727059,-0.218520299,1.184635962
-0.219055101,0.190154996,-0.218749508,0.73081884,-0.218463004,1.182571039
-0.218825907,0.190114512,-0.218749508,0.731321341,-0.218329296,1.177107066
-0.218902305,0.190133885,-0.218577594,0.72969729,-0.218291089,1.188369299
-0.218711302,0.190166512,-0.218482092,0.728354839,-0.218042791,1.176996984
-0.218711302,0.190288589,-0.218367502,0.729176929,-0.218004584,1.186200845
-0.218463004,0.190136946,-0.218310192,0.731293963,-0.217832685,1.184105434
-0.218424797,0.190213693,-0.218138292,0.731507981,-0.217794493,1.178519485
-0.218367502,0.190253526,-0.218080997,0.730771844,-0.217565283,1.189357243
-0.218233794,0.190206535,-0.218119189,0.729157364,-0.217527077,1.177177312
-0.218138292,0.190935433,-0.217851788,0.729986031,-0.217584386,1.186584202
-0.218100086,0.190714189,-0.217851788,0.732097781,-0.217450678,1.184552453
-0.217947289,0.190630611,-0.217565283,0.732343735,-0.217278779,1.178710448
-0.217813581,0.19072768,-0.217603475,0.730700852,-0.217259675,1.190147673
-0.21777539,0.190836541,-0.217431575,0.729423705,-0.217049569,1.177608338
-0.21771808,0.190878385,-0.217450678,0.730159372,-0.217049569,1.186948888
-0.217393383,0.190860462,-0.217297882,0.732039214,-0.216705769,1.184645201
-0.217412472,0.190855228,-0.217049569,0.73263228,-0.216839463,1.179229016
-0.21731697,0.19061662,-0.21714507,0.730807137,-0.216820374,1.190448726
-0.217240572,0.190540811,-0.217049569,0.729578587,-0.216591164,1.177850984
-0.217164174,0.190614372,-0.216896772,0.730245436,-0.216591164,1.189688837
-0.217049569,0.190747766,-0.216896772,0.732433522,-0.216342866,1.1870006
-0.216782168,0.190792547,-0.216782168,0.732816551,-0.216361955,1.181155925
-0.216858566,0.190848894,-0.216629371,0.73113832,-0.216247365,1.192525588
-0.216782168,0.19077401,-0.216400161,0.731930226,-0.216056362,1.179771433
-0.216610268,0.190764266,-0.216495663,0.732140068,-0.21590355,1.18927108
-0.216438368,0.192264322,-0.216400161,0.734004331,-0.21596086,1.186856007
-0.216323763,0.191803322,-0.216170952,0.734314384,-0.215808049,1.18164397
-0.216247365,0.191416895,-0.216056362,0.732506486,-0.215674356,1.19264361
-0.216190055,0.191559331,-0.215979949,0.7313069,-0.215559751,1.180209053
-0.216056362,0.19164407,-0.215922654,0.731867679,-0.215483338,1.189475278
-0.215979949,0.191398482,-0.215808049,0.733978958,-0.215349644,1.187753931
-0.215922654,0.19186569,-0.215731651,0.734256061,-0.215158641,1.182092279
-0.215750754,0.191531401,-0.215655252,0.732501099,-0.215292335,1.19334128
-0.215731651,0.191269549,-0.215502441,0.731142035,-0.215139538,1.180705085
-0.215674356,0.191330091,-0.215502441,0.732141468,-0.214967638,1.190114511
-0.215617046,0.191698519,-0.215254143,0.734296062,-0.214872137,1.188247196
-0.215502441,0.191869824,-0.215215936,0.734579835,-0.214814827,1.182673186
-0.215330541,0.192002943,-0.215101331,0.732821556,-0.214604735,1.193785526
-0.215215936,0.1919038,-0.214986742,0.731642829,-0.214566529,1.181333666
-0.215101331,0.191739216,-0.214910328,0.732698047,-0.214451924,1.190346693
-0.214948535,0.191346281,-0.214776635,0.734654206,-0.214318231,1.188699521
-0.21489124,0.191468195,-0.214585632,0.735035151,-0.214241818,1.182933129
-0.214967638,0.191418056,-0.214490131,0.733201894,-0.214184523,1.194185997
-0.214795738,0.191516312,-0.214547426,0.731828667,-0.214184523,1.181709049
-0.214700237,0.191551836,-0.214413732,0.732755587,-0.213974416,1.191050862
-0.214566529,0.191514451,-0.214375526,0.734981745,-0.21382162,1.18898724
-0.214528322,0.191521394,-0.214165419,0.735196812,-0.213898018,1.183459555
-0.214318231,0.191634789,-0.214108124,0.733346123,-0.213668808,1.194428707
-0.214222729,0.191654787,-0.214069918,0.732079993,-0.213668808,1.182317697
-0.214165419,0.191493377,-0.213955313,0.733109429,-0.213458717,1.191423528
-0.21399352,0.191544417,-0.213802516,0.735094879,-0.213458717,1.189573497
-0.213917121,0.191497997,-0.213707015,0.735283797,-0.213305905,1.186496638
-0.213783413,0.191411396,-0.213554218,0.733490954,-0.213210404,1.196834537
-0.21382162,0.191415371,-0.213439614,0.732337423,-0.213057607,1.1845391
-0.213611513,0.191583025,-0.213401407,0.733286454,-0.213000298,1.193655518
-0.213535115,0.191396759,-0.213210404,0.737496257,-0.212904796,1.191512339
-0.213535115,0.191617601,-0.213057607,0.736991472,-0.212790191,1.185789804
-0.213325009,0.192995094,-0.213057607,0.735129136,-0.212751999,1.197105043
-0.213172197,0.192462419,-0.213095799,0.733929134,-0.212484598,1.184601458
-0.213134006,0.19240361,-0.212904796,0.734545587,-0.212599188,1.193802799
-0.212847501,0.192469202,-0.212751999,0.736625943,-0.212465495,1.191682103
-0.212962106,0.192262235,-0.21269469,0.736784181,-0.212217182,1.186230056
-0.212904796,0.192419175,-0.212618291,0.735138866,-0.212255388,1.197315949
-0.212809294,0.192161383,-0.212560996,0.73377291,-0.212083489,1.184861446
-0.212713793,0.19208235,-0.212255388,0.734730162,-0.211968884,1.194341168
-0.212484598,0.192437262,-0.212331787,0.736968853,-0.211930677,1.192301524
-0.212427288,0.192422759,-0.212159887,0.737094338,-0.211777881,1.186675668
-0.212408185,0.192379639,-0.212045282,0.73591247,-0.211644173,1.197879516
-0.21217899,0.192124458,-0.212026179,0.736344067,-0.211605981,1.18556692
-0.212198094,0.191951267,-0.211777881,0.735118481,-0.211625084,1.194806697
-0.211892486,0.192134151,-0.211701483,0.737094974,-0.211357668,1.192806731
-0.21200709,0.191879243,-0.211625084,0.738339715,-0.21133858,1.187162437
-0.211892486,0.191967018,-0.211567774,0.73577037,-0.211166665,1.198394097
-0.211644173,0.192045801,-0.211472273,0.734374726,-0.211185768,1.186112029
-0.211586878,0.192061314,-0.211319476,0.735363125,-0.21110937,1.195452586
-0.211472273,0.192071743,-0.211300373,0.737307843,-0.210822865,1.193385003
-0.211434081,0.192186076,-0.211166665,0.737466238,-0.210841969,1.187718121
-0.211262167,0.192111768,-0.211147562,0.735838301,-0.210803762,1.198843678
-0.211223975,0.192247429,-0.211071163,0.734552321,-0.210631862,1.18649398
-0.211128473,0.192242972,-0.210841969,0.735194017,-0.210498154,1.195849155
-0.21105206,0.192227036,-0.210631862,0.737503289,-0.210249856,1.193698011
-0.21093747,0.192161874,-0.210765556,0.737779968,-0.210326254,1.188358583
-0.210841969,0.192273078,-0.210612759,0.735964925,-0.210268959,1.199354308
-0.210746467,0.19235597,-0.210555464,0.734767588,-0.210077956,1.189409045
-0.210574552,0.192475273,-0.210459962,0.735749449,-0.210001543,1.198376872
-0.210517257,0.192397278,-0.210326254,0.737894091,-0.209829643,1.195971134
-0.210326254,0.192458047,-0.210230753,0.73794521,-0.209791452,1.190369156
-0.210307151,0.19252224,-0.210077956,0.738336564,-0.209676847,1.201065083
-0.210192546,0.192412904,-0.209982455,0.73651773,-0.209447637,1.188768402
-0.210116148,0.193795404,-0.210097045,0.737500337,-0.209447637,1.198073149
-0.209944248,0.193421282,-0.20981054,0.739574886,-0.209333032,1.19617939
-0.209829643,0.193296495,-0.20969595,0.739491993,-0.209333032,1.190363911
-0.209829643,0.19316691,-0.209504947,0.737681546,-0.209180236,1.201534611
-0.20963864,0.193031368,-0.209543139,0.736575699,-0.209046528,1.189402344
-0.209428534,0.193053404,-0.209447637,0.737598096,-0.208912835,1.19854403
-0.209485844,0.192939832,-0.209256634,0.739434356,-0.208836421,1.196579901
-0.209352136,0.192943431,-0.209142029,0.739759636,-0.208817333,1.190869187
-0.209199339,0.192862324,-0.209065631,0.737785729,-0.208721831,1.202313152
-0.209161133,0.192944604,-0.208951026,0.736644457,-0.208588123,1.189897023
-0.209103838,0.19302226,-0.209065631,0.737612057,-0.208320722,1.199417974
-0.209027439,0.19319013,-0.208760023,0.739726359,-0.208320722,1.197245595
-0.208931923,0.193094936,-0.208721831,0.739690817,-0.208301619,1.191610565
-0.20874092,0.192962766,-0.208549917,0.738074322,-0.208053321,1.202641952
-0.20862633,0.192980517,-0.208492622,0.737060506,-0.208110616,1.190180865
-0.208645418,0.19301874,-0.208492622,0.738074677,-0.208072409,1.19948026
-0.208607227,0.193151783,-0.20822522,0.740127237,-0.207996011,1.197745562
-0.208320722,0.193168596,-0.208282515,0.74020475,-0.207938716,1.192155572
-0.208301619,0.193237311,-0.208187014,0.738440259,-0.207728609,1.203034557
-0.208167911,0.19330023,-0.208034217,0.737316847,-0.207633108,1.190901026
-0.208206117,0.193407079,-0.207976907,0.738344687,-0.207442105,1.200238936
-0.208072409,0.19338563,-0.207671314,0.740424149,-0.20738481,1.198270835
-0.207900509,0.19331237,-0.207785904,0.740378669,-0.2073275,1.1925163
-0.207766816,0.193221884,-0.207633108,0.738547994,-0.207136497,1.203786574
-0.207671314,0.193153556,-0.20755671,0.737566261,-0.207098305,1.191084022
-0.207575813,0.193205781,-0.207480311,0.738681292,-0.2069837,1.200640696
-0.207442105,0.193295371,-0.2071556,0.740654473,-0.206811786,1.200760136
-0.207461208,0.19323962,-0.207193807,0.740610857,-0.206869096,1.194796063
-0.207346603,0.193180837,-0.207174703,0.739006733,-0.206678092,1.205905817
-0.207289308,0.193216352,-0.207079202,0.737894645,-0.206697196,1.193310708
-0.207040995,0.193275658,-0.206830889,0.740990142,-0.206582591,1.202461638
-0.207060099,0.193318727,-0.206658989,0.742386788,-0.206391588,1.200774657
-0.207021892,0.194827341,-0.206735387,0.742246442,-0.206334278,1.1949446
-0.206849992,0.194568308,-0.206525281,0.740603764,-0.20625788,1.206007975
-0.206773594,0.194472528,-0.206525281,0.739338789,-0.206143275,1.193586551
-0.206582591,0.194450143,-0.206372485,0.740380439,-0.206066877,1.202859496
-0.206525281,0.194305644,-0.206238776,0.742450156,-0.20585677,1.200684545
-0.206506193,0.194358602,-0.206181481,0.742372032,-0.205799475,1.195396925
-0.206448883,0.194311353,-0.206105083,0.740377474,-0.205723077,1.206470745
-0.206238776,0.194322445,-0.205971375,0.739425348,-0.205665767,1.194014991
-0.206143275,0.194224765,-0.205952272,0.740477447,-0.205379263,1.203204356
-0.206066877,0.194292354,-0.205761269,0.742530896,-0.205360174,1.20147755
-0.205933183,0.194134104,-0.205761269,0.742409435,-0.205283761,1.197353087
-0.205761269,0.194107097,-0.205589369,0.740558017,-0.205188259,1.20792296
-0.205723077,0.194115117,-0.205551177,0.739659816,-0.205054566,1.19566606
-0.205627576,0.194129931,-0.205436572,0.740819291,-0.205130965,1.204940302
-0.205493867,0.193620241,-0.205302864,0.744115143,-0.204787165,1.202704333
-0.205512971,0.19424314,-0.205188259,0.743641467,-0.204825357,1.196976448
-0.205283761,0.194970602,-0.205130965,0.741702849,-0.20467256,1.20831953
-0.205169171,0.194904323,-0.204959065,0.740819387,-0.20461525,1.195846463
-0.205092758,0.194701578,-0.20484446,0.741809552,-0.204596147,1.205144614
-0.205130965,0.194459537,-0.204768062,0.743786822,-0.204405144,1.203307775
-0.204882666,0.194380505,-0.204825357,0.743561475,-0.204347849,1.197494999
-0.204787165,0.194444198,-0.204787165,0.741720799,-0.204271451,1.208930959
-0.204710752,0.194428632,-0.204519749,0.740550108,-0.204080448,1.196212552
-0.204653457,0.194624707,-0.204233244,0.741747194,-0.204004049,1.205717536
-0.204500645,0.194316861,-0.204156846,0.743766749,-0.203870341,1.203661906
-0.204366952,0.194302411,-0.204175949,0.743844368,-0.203813046,1.197863599
-0.204309642,0.194581064,-0.204175949,0.741712163,-0.203698441,1.211645688
-0.204156846,0.195039341,-0.203984946,0.740885316,-0.203564733,1.198447225
-0.204175949,0.194947731,-0.203908548,0.742066828,-0.203488335,1.207470755
-0.204023138,0.194962305,-0.203793943,0.74412529,-0.20343104,1.205616675
-0.203851238,0.194685578,-0.203679338,0.746050353,-0.203316435,1.199666006
-0.203832135,0.194901326,-0.203583837,0.743539889,-0.203068122,1.210971966
-0.203622043,0.19610188,-0.203392833,0.742485415,-0.203125432,1.198829179
-0.203698441,0.195662313,-0.203411937,0.74373952,-0.202953532,1.207827558
-0.203564733,0.195242235,-0.20337373,0.745479794,-0.202819824,1.205689681
-0.20354563,0.195266904,-0.203259125,0.74548167,-0.202800721,1.199757472
-0.203297332,0.195415686,-0.203049034,0.743471954,-0.202628821,1.211318113
-0.203220934,0.195329311,-0.202953532,0.742626362,-0.202667028,1.19897898
-0.203240037,0.195505861,-0.203029931,0.743631427,-0.202552423,1.208188278
-0.203029931,0.195667396,-0.202705219,0.745506133,-0.202437818,1.206224119
-0.202934429,0.195789423,-0.202724323,0.745520684,-0.202342317,1.200681898
-0.202838928,0.195532642,-0.202628821,0.743483944,-0.202208608,1.211749097
-0.202838928,0.195376566,-0.202418715,0.742441426,-0.202189505,1.199543921
-0.202647924,0.195323064,-0.202495113,0.744029821,-0.202074915,1.208941482
-0.202609718,0.195278535,-0.202208608,0.74582448,-0.201845706,1.206995929
-0.20247601,0.195315469,-0.202227712,0.745816922,-0.201979414,1.201225556
-0.202323213,0.19534455,-0.20213221,0.743994889,-0.201788411,1.212326082
-0.202285007,0.195254614,-0.201807499,0.743161478,-0.201616496,1.200051901
-0.201998502,0.195349072,-0.201864809,0.744239754,-0.201520994,1.209279751
-0.202094004,0.195548081,-0.201673806,0.746291188,-0.201501906,1.207506617
-0.202017605,0.195558948,-0.201635599,0.746049427,-0.201368198,1.201677799
-0.201826602,0.195573414,-0.201597407,0.744160388,-0.20123449,1.212730527
-0.201540098,0.195443929,-0.201673806,0.743288865,-0.201043487,1.200585037
-0.201540098,0.19538821,-0.201540098,0.744516336,-0.200967088,1.209864614
-0.201635599,0.195437884,-0.201215401,0.746343397,-0.20089069,1.207839482
-0.201387301,0.195383748,-0.201138988,0.746082177,-0.201024398,1.202006787
-0.201387301,0.195361426,-0.201100796,0.744322657,-0.200642392,1.213357841
-0.201310903,0.195556514,-0.200852484,0.743423609,-0.200585082,1.201146031
-0.201138988,0.19560243,-0.200986192,0.744783713,-0.200374976,1.212505115
-0.201081693,0.19562424,-0.200776085,0.746782665,-0.200394079,1.210105916
-0.200967088,0.195547543,-0.200680584,0.746574078,-0.200298578,1.204176399
-0.200833395,0.195847245,-0.200776085,0.744845803,-0.200203076,1.215542063
-0.200756982,0.195771799,-0.200604185,0.745935471,-0.200183973,1.20271226
-0.200680584,0.195891765,-0.200470477,0.746599697,-0.199859276,1.212127102
-0.200565979,0.197305356,-0.200489581,0.748478854,-0.199840173,1.210107312
-0.200489581,0.197053596,-0.200241283,0.748178921,-0.19982107,1.204603426
-0.200336784,0.19695735,-0.200107574,0.746017486,-0.19964917,1.215453262
-0.200317681,0.197159921,-0.199840173,0.745264229,-0.199515462,1.203224177
-0.200107574,0.196840645,-0.199954778,0.746653349,-0.199362665,1.212522278
-0.200050279,0.196916605,-0.19982107,0.74867879,-0.199305356,1.210262445
-0.199954778,0.197114453,-0.199687362,0.748321134,-0.199343562,1.204694952
-0.199973866,0.196824096,-0.199439064,0.746534863,-0.199228957,1.215836498
-0.19982107,0.19683145,-0.19959186,0.745718562,-0.199076161,1.203269258
-0.199572772,0.196761051,-0.199400857,0.746673793,-0.199076161,1.212786188
-0.199610963,0.196863629,-0.199400857,0.748213553,-0.198980659,1.211051549
-0.199305356,0.196820547,-0.199267164,0.748168537,-0.198827848,1.205248016
-0.199343562,0.196732472,-0.198942453,0.746348511,-0.198675051,1.21658053
-0.199190766,0.196806033,-0.199057057,0.745521154,-0.198598653,1.204427088
-0.199095264,0.196767497,-0.198846951,0.746847662,-0.198369443,1.213271586
-0.199018851,0.196694548,-0.198846951,0.748560556,-0.198388547,1.211479875
-0.198980659,0.197001233,-0.198770553,0.748619452,-0.198369443,1.205962876
-0.198789656,0.196922425,-0.198655948,0.746551977,-0.198159337,1.217068588
-0.198789656,0.196961423,-0.198522255,0.745648588,-0.198102042,1.204629997
